customer_id,first_name,last_name,email,customer_segment,loyalty_tier,loyalty_points,signup_date,preferred_location_id,first_order_date,last_order_date,total_orders,total_spend,avg_order_value,recency_days,avg_inter_visit_days,max_inter_visit_days,inter_visit_count,h1_orders,h1_spend,h1_aov,h2_orders,h2_spend,h2_aov,h1_unique_categories,h2_unique_categories,total_unique_categories,flag_increasing_recency,score_recency,frequency_change,flag_declining_frequency,score_declining_frequency,monetary_spend_change,monetary_aov_change,flag_declining_monetary,score_declining_monetary,category_diversity_change,flag_reduced_category_diversity,score_reduced_category_diversity,cadence_ratio,flag_lower_visit_frequency,score_lower_visit_frequency,risk_factors_count,churn_risk_score,churn_risk_tier,primary_risk_driver,recommended_retention_action
CUST-00021,Monica,Garrison,elizabethgomez@example.net,REGULAR,GOLD,923,2024-03-10,LOC-012,2025-10-26,2025-11-21,2,561.8199999999999,280.90999999999997,40,26.0,26.0,1,0,0.0,0.0,2,561.8199999999999,280.90999999999997,0,8,8,False,0.2222222222222222,2,False,0.0,561.8199999999999,280.90999999999997,False,0.0,8,False,0.0,1.5384615384615385,True,0.35589743589743594,1,0.1089,Low Churn Risk,Lower Visit Frequency,VIP Loyalty Milestone Recognition & Exclusive Seasonal Preview
CUST-00022,Darrell,Waller,jamessellers@example.com,REGULAR,BRONZE,1115,2025-11-26,LOC-008,2025-03-23,2025-11-09,3,648.0799999999999,216.02666666666664,52,115.5,204.0,2,1,142.32,142.32,2,505.76,252.88,4,8,9,False,0.28888888888888886,1,False,0.0,363.44,110.56,False,0.0,4,False,0.0,0.45021645021645024,True,0.3,1,0.1172,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00023,Jonathan,Fletcher,beverlyterrell@example.org,OCCASIONAL,BRONZE,341,2023-01-16,LOC-003,2025-05-13,2025-05-13,1,251.53,251.53,232,0.0,0.0,0,1,251.53,251.53,0,0.0,0.0,4,0,4,True,1.0,-1,True,1.0,-251.53,-251.53,True,1.0,-4,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-00024,Heidi,Spencer,meyerlindsay@example.net,OCCASIONAL,SILVER,977,2024-07-25,LOC-019,2025-05-07,2025-11-03,3,639.37,213.12333333333333,58,90.0,94.0,2,1,142.58,142.58,2,496.79,248.395,4,10,10,False,0.32222222222222224,1,False,0.0,354.21000000000004,105.815,False,0.0,6,False,0.0,0.6444444444444445,True,0.3,1,0.1256,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00025,Scott,Lowe,robertbentley@example.net,REGULAR,SILVER,879,2025-08-27,LOC-014,2025-02-22,2025-08-24,3,768.76,256.25333333333333,129,91.5,96.0,2,2,553.21,276.605,1,215.55,215.55,9,6,9,True,0.7166666666666667,-1,True,0.5,-337.66,-61.05500000000001,True,0.6103649608647711,-3,True,0.3333333333333333,1.4098360655737705,True,0.5049180327868852,5,0.552,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-00026,Dylan,Williams,yleon@example.net,REGULAR,SILVER,503,2023-04-22,LOC-004,2025-02-11,2025-11-20,5,1086.09,217.218,41,70.5,150.0,4,4,932.47,233.1175,1,153.62,153.62,9,4,9,False,0.22777777777777777,-3,True,0.75,-778.85,-79.4975,True,0.8352547535041341,-5,True,0.5555555555555556,0.5815602836879432,True,0.235,4,0.5301,High Churn Risk,Declining Monetary Value,Curated Chef Combo Discount & High-Margin Upsell Voucher ($15 Off $60)
CUST-00027,Linda,Dominguez,xcarr@example.org,REGULAR,SILVER,674,2024-01-26,LOC-003,2025-07-26,2025-07-26,1,157.48,157.48,158,0.0,0.0,0,0,0.0,0.0,1,157.48,157.48,0,4,4,True,0.8777777777777778,1,False,0.0,157.48,157.48,False,0.0,4,False,0.0,0.0,True,0.8777777777777778,2,0.3511,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-00028,Julia,Wells,pwilliams@example.org,REGULAR,BRONZE,2314,2023-07-21,LOC-008,2025-03-04,2025-03-20,2,623.49,311.745,286,16.0,16.0,1,2,623.49,311.745,0,0.0,0.0,8,0,8,True,1.0,-2,True,1.0,-623.49,-311.745,True,1.0,-8,True,1.0,17.875,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-00029,Courtney,Hill,karen48@example.com,REGULAR,BRONZE,1742,2025-09-22,LOC-013,2025-07-03,2025-07-03,1,410.24,410.24,181,0.0,0.0,0,0,0.0,0.0,1,410.24,410.24,0,7,7,True,1.0,1,False,0.0,410.24,410.24,False,0.0,7,False,0.0,0.0,True,1.0,2,0.4,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-00030,Bryan,Wall,reevesjimmy@example.com,REGULAR,BRONZE,2376,2025-07-21,LOC-007,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00031,Jeffrey,Graham,lstein@example.net,CHURNED,SILVER,112,2024-08-17,LOC-017,2025-04-29,2025-04-29,1,349.03,349.03,246,0.0,0.0,0,1,349.03,349.03,0,0.0,0.0,7,0,7,True,1.0,-1,True,1.0,-349.03,-349.03,True,1.0,-7,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00032,Hunter,Green,priceelizabeth@example.com,CHURNED,BRONZE,570,2024-06-28,LOC-008,2025-02-21,2025-12-14,5,1581.01,316.202,17,74.0,190.0,4,2,606.15,303.075,3,974.86,324.9533333333333,9,10,10,False,0.09444444444444444,1,False,0.0,368.71000000000004,21.87833333333333,False,0.0,1,False,0.0,0.22972972972972974,True,0.24666666666666665,1,0.0606,Low Churn Risk,Lower Visit Frequency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00033,James,Smith,jason55@example.com,REGULAR,SILVER,262,2024-05-20,LOC-017,2025-03-11,2025-08-23,5,1121.83,224.36599999999999,130,41.25,90.0,4,3,766.72,255.57333333333335,2,355.11,177.555,8,7,9,True,0.7222222222222222,-1,True,0.3333333333333333,-411.61,-78.01833333333335,True,0.5368452629382304,-1,True,0.125,3.1515151515151514,True,1.0,5,0.54,High Churn Risk,Lower Visit Frequency,Cadence Re-acceleration: Mid-Week Dining Special (Tue-Thu 25% Off)
CUST-00034,Daniel,Johnson,johnwells@example.org,REGULAR,BRONZE,1386,2024-06-19,LOC-010,2025-02-14,2025-10-05,2,725.0,362.5,87,233.0,233.0,1,1,331.59,331.59,1,393.41,393.41,9,7,10,False,0.48333333333333334,0,False,0.0,61.82000000000005,61.82000000000005,False,0.0,-2,True,0.2222222222222222,0.37339055793991416,True,0.3,2,0.1992,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-00035,Amanda,Stanley,barbara66@example.net,REGULAR,BRONZE,509,2023-05-30,LOC-012,2025-05-02,2025-08-04,3,691.4100000000001,230.47000000000003,149,47.0,83.0,2,1,227.86,227.86,2,463.55,231.775,5,10,10,True,0.8277777777777777,1,False,0.0,235.69,3.914999999999992,False,0.0,5,False,0.0,3.1702127659574466,True,1.0,2,0.3569,Medium Churn Risk,Lower Visit Frequency,Weekend Dining Incentive & Limited-Time Category Feature
CUST-00036,Margaret,Vargas,huntermatthew@example.com,CHURNED,BRONZE,341,2025-06-20,LOC-020,2025-08-29,2025-11-17,3,1007.23,335.74333333333334,44,40.0,50.0,2,0,0.0,0.0,3,1007.23,335.74333333333334,0,10,10,False,0.24444444444444444,3,False,0.0,1007.23,335.74333333333334,False,0.0,10,False,0.0,1.1,False,0.18333333333333338,0,0.0886,Low Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00037,Jason,Salinas,melissa14@example.com,CHURNED,BRONZE,58,2025-04-07,LOC-004,2025-01-05,2025-09-27,4,1648.62,412.155,95,88.33333333333333,125.0,3,3,1347.23,449.07666666666665,1,301.39,301.39,10,5,10,False,0.5277777777777778,-2,True,0.6666666666666666,-1045.8400000000001,-147.68666666666667,True,0.7762891265782385,-5,True,0.5,1.0754716981132075,True,0.33218029350104816,4,0.5787,High Churn Risk,Declining Monetary Value,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00038,Shane,Smith,joshua94@example.net,CHURNED,BRONZE,159,2023-05-19,LOC-007,2025-07-06,2025-11-30,2,388.76,194.38,31,147.0,147.0,1,0,0.0,0.0,2,388.76,194.38,0,8,8,False,0.17222222222222222,2,False,0.0,388.76,194.38,False,0.0,8,False,0.0,0.2108843537414966,True,0.3,1,0.0881,Low Churn Risk,Lower Visit Frequency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00039,Joseph,King,jeffrey34@example.net,OCCASIONAL,SILVER,1181,2024-02-22,LOC-002,2025-08-02,2025-12-19,3,1421.28,473.76,12,69.5,119.0,2,0,0.0,0.0,3,1421.28,473.76,0,9,9,False,0.06666666666666667,3,False,0.0,1421.28,473.76,False,0.0,9,False,0.0,0.17266187050359713,True,0.23166666666666666,1,0.0514,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00040,Marissa,Phillips,griffithleslie@example.net,HIGH_VALUE,PLATINUM,3222,2024-03-10,LOC-009,2025-01-01,2025-12-02,5,1132.18,226.436,29,83.75,213.0,4,3,564.48,188.16,2,567.7,283.85,8,8,8,False,0.16111111111111112,-1,True,0.3333333333333333,3.2200000000000273,95.69000000000003,False,0.0,0,False,0.0,0.34626865671641793,True,0.2791666666666667,2,0.1655,Medium Churn Risk,Declining Frequency,Priority VIP Table Reservation & Complimentary Premium Appetizer
CUST-00041,Matthew,Sheppard,harry08@example.org,REGULAR,SILVER,1851,2025-06-24,LOC-005,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00042,Kimberly,James,shelley71@example.org,OCCASIONAL,SILVER,706,2025-01-27,LOC-002,2025-08-22,2025-11-28,2,504.67,252.335,33,98.0,98.0,1,0,0.0,0.0,2,504.67,252.335,0,9,9,False,0.18333333333333332,2,False,0.0,504.67,252.335,False,0.0,9,False,0.0,0.336734693877551,True,0.3,1,0.0908,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00043,Aaron,Hayes,levans@example.com,CHURNED,BRONZE,155,2023-08-05,LOC-020,2025-06-04,2025-11-02,4,1066.25,266.5625,59,50.333333333333336,79.0,3,1,175.85,175.85,3,890.4,296.8,5,8,9,False,0.3277777777777778,2,False,0.0,714.55,120.95000000000002,False,0.0,3,False,0.0,1.1721854304635762,False,0.2538704930095659,0,0.12,Low Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00044,Danny,Walker,unregistered@guest.dineiq.com,OCCASIONAL,GOLD,825,2024-04-30,LOC-011,2025-08-01,2025-08-21,2,611.05,305.525,132,20.0,20.0,1,0,0.0,0.0,2,611.05,305.525,0,10,10,True,0.7333333333333333,2,False,0.0,611.05,305.525,False,0.0,10,False,0.0,6.6,True,1.0,2,0.3333,Medium Churn Risk,Lower Visit Frequency,Priority VIP Table Reservation & Complimentary Premium Appetizer
CUST-00045,Sherri,Mason,rebekahserrano@example.org,NEW,BRONZE,205,2025-11-27,LOC-006,2025-02-08,2025-12-28,5,1105.34,221.06799999999998,3,80.75,159.0,4,1,351.39,351.39,4,753.95,188.4875,7,9,10,False,0.016666666666666666,3,False,0.0,402.56000000000006,-162.90249999999997,False,0.0,2,False,0.0,0.03715170278637771,True,0.26916666666666667,1,0.0445,Low Churn Risk,Lower Visit Frequency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00046,Sabrina,White,mkim@example.org,NEW,BRONZE,97,2025-11-07,LOC-015,2025-10-16,2025-10-16,1,213.76,213.76,76,0.0,0.0,0,0,0.0,0.0,1,213.76,213.76,0,6,6,False,0.4222222222222222,1,False,0.0,213.76,213.76,False,0.0,6,False,0.0,0.0,False,0.4222222222222222,0,0.1689,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00047,Christopher,King,fwalters@example.org,REGULAR,BRONZE,891,2024-04-12,LOC-009,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00048,Colleen,Wolf,unregistered@guest.dineiq.com,REGULAR,BRONZE,2296,2025-11-10,LOC-009,2025-03-29,2025-04-13,2,731.03,365.515,262,15.0,15.0,1,2,731.03,365.515,0,0.0,0.0,8,0,8,True,1.0,-2,True,1.0,-731.03,-365.515,True,1.0,-8,True,1.0,17.466666666666665,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-00049,Victoria,Durham,josephanderson@example.com,REGULAR,BRONZE,1879,2024-06-28,LOC-017,2025-07-28,2025-07-28,1,415.92,415.92,156,0.0,0.0,0,0,0.0,0.0,1,415.92,415.92,0,8,8,True,0.8666666666666667,1,False,0.0,415.92,415.92,False,0.0,8,False,0.0,0.0,True,0.8666666666666667,2,0.3467,Medium Churn Risk,Increasing Recency,Targeted Engagement Email & App Push Notification with Bonus Points
CUST-00050,Joshua,Tyler,pvalentine@example.org,REGULAR,BRONZE,1886,2024-01-26,LOC-007,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00051,Stanley,Morris,ymorgan@example.net,REGULAR,GOLD,1452,2023-05-25,LOC-010,2025-02-21,2025-09-21,2,835.19,417.595,101,212.0,212.0,1,1,451.85,451.85,1,383.34,383.34,9,6,10,False,0.5611111111111111,0,False,0.0,-68.51000000000005,-68.51000000000005,True,0.1516211132012837,-3,True,0.3333333333333333,0.47641509433962265,True,0.3,3,0.2656,Medium Churn Risk,Increasing Recency,Priority VIP Table Reservation & Complimentary Premium Appetizer
CUST-00052,Wayne,Lawrence,tinaallen@example.com,OCCASIONAL,BRONZE,1311,2025-04-17,LOC-013,2025-07-27,2025-10-04,2,564.0,282.0,88,69.0,69.0,1,0,0.0,0.0,2,564.0,282.0,0,10,10,False,0.4888888888888889,2,False,0.0,564.0,282.0,False,0.0,10,False,0.0,1.2753623188405796,True,0.3676811594202898,1,0.1774,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00053,Stephanie,Sims,sawyerscott@example.net,OCCASIONAL,SILVER,1332,2023-12-24,LOC-007,,,0,0.0,0.0,365,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,True,1.0,0,True,1.0,0.0,0.0,True,1.0,0,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Dormant Reactivation Campaign & Welcome Back Dining Voucher ($25 Off)
CUST-00054,Rebecca,Williams,cbrennan@example.net,REGULAR,BRONZE,1911,2024-10-22,LOC-006,2025-01-26,2025-07-18,6,1735.77,289.295,166,34.6,98.0,5,5,1403.5,280.7,1,332.27,332.27,10,8,10,True,0.9222222222222223,-4,True,0.8,-1071.23,51.56999999999999,True,0.7632561453509085,-2,True,0.2,4.797687861271676,True,1.0,5,0.7632,High Churn Risk,Lower Visit Frequency,Cadence Re-acceleration: Mid-Week Dining Special (Tue-Thu 25% Off)
CUST-00055,Tyler,Aguilar,carternicholas@example.org,OCCASIONAL,SILVER,1472,2024-08-05,LOC-010,2025-03-01,2025-03-01,1,205.62,205.62,305,0.0,0.0,0,1,205.62,205.62,0,0.0,0.0,7,0,7,True,1.0,-1,True,1.0,-205.62,-205.62,True,1.0,-7,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
CUST-00056,Yvonne,Castaneda,stevenking@example.com,REGULAR,BRONZE,289,2024-02-13,LOC-003,2025-10-04,2025-10-04,1,249.2,249.2,88,0.0,0.0,0,0,0.0,0.0,1,249.2,249.2,0,6,6,False,0.4888888888888889,1,False,0.0,249.2,249.2,False,0.0,6,False,0.0,0.0,False,0.4888888888888889,0,0.1956,Low Churn Risk,Increasing Recency,Standard Loyalty Nurturing & Regular Seasonal Menu Updates
CUST-00057,Dana,Oliver,youngashley@example.net,REGULAR,SILVER,1672,2024-02-04,LOC-001,2025-05-18,2025-05-18,1,210.51,210.51,227,0.0,0.0,0,1,210.51,210.51,0,0.0,0.0,7,0,7,True,1.0,-1,True,1.0,-210.51,-210.51,True,1.0,-7,True,1.0,0.0,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Win-Back Incentive: 20% Off Next Dine-in / Delivery Within 14 Days
