customer_id,first_name,last_name,email,customer_segment,loyalty_tier,loyalty_points,signup_date,preferred_location_id,first_order_date,last_order_date,total_orders,total_spend,avg_order_value,recency_days,avg_inter_visit_days,max_inter_visit_days,inter_visit_count,h1_orders,h1_spend,h1_aov,h2_orders,h2_spend,h2_aov,h1_unique_categories,h2_unique_categories,total_unique_categories,flag_increasing_recency,score_recency,frequency_change,flag_declining_frequency,score_declining_frequency,monetary_spend_change,monetary_aov_change,flag_declining_monetary,score_declining_monetary,category_diversity_change,flag_reduced_category_diversity,score_reduced_category_diversity,cadence_ratio,flag_lower_visit_frequency,score_lower_visit_frequency,risk_factors_count,churn_risk_score,churn_risk_tier,primary_risk_driver,recommended_retention_action,revenue_at_risk
CUST-04100,Natasha,Wiley,stevensallison@example.net,HIGH_VALUE,PLATINUM,14627,2024-11-28,LOC-014,2025-01-26,2025-04-24,4,1278.12,319.53,251,29.333333333333332,72.0,3,4,1278.12,319.53,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1278.12,-319.53,True,1.0,-10,True,1.0,8.556818181818182,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1278.12
CUST-04734,Sandra,Bridges,sloanconnie@example.com,REGULAR,GOLD,1081,2024-09-10,LOC-014,2025-01-01,2025-07-23,6,1668.06,278.01,161,40.6,83.0,5,5,1307.67,261.534,1,360.39,360.39,9,7,10,True,0.8944444444444445,-4,True,0.8,-947.2800000000001,98.856,True,0.724402945697309,-2,True,0.2222222222222222,3.96551724137931,True,1.0,5,0.7518,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1254.05
CUST-21701,Maria,Harding,evelyncline@example.com,OCCASIONAL,GOLD,128,2024-11-08,LOC-013,2025-01-31,2025-08-09,5,1642.6,328.52,144,47.5,59.0,4,4,1238.8600000000001,309.71500000000003,1,403.74,403.74,10,4,10,True,0.8,-3,True,0.75,-835.1200000000001,94.02499999999998,True,0.6741036113846601,-6,True,0.6,3.031578947368421,True,1.0,5,0.7623,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1252.15
CUST-47204,Robert,Alvarado,joelgallagher@example.org,REGULAR,GOLD,923,2024-10-02,LOC-003,2025-02-06,2025-06-15,4,1248.94,312.235,199,43.0,78.0,3,4,1248.94,312.235,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1248.94,-312.235,True,1.0,-10,True,1.0,4.627906976744186,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1248.94
CUST-33023,Brandon,Strickland,xwhite@example.org,REGULAR,GOLD,154,2024-02-23,LOC-011,2025-01-10,2025-06-26,5,1247.3400000000001,249.46800000000002,188,41.75,93.0,4,5,1247.3400000000001,249.46800000000002,0,0.0,0.0,10,0,10,True,1.0,-5,True,1.0,-1247.3400000000001,-249.46800000000002,True,1.0,-10,True,1.0,4.502994011976048,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1247.34
CUST-09906,David,Diaz,kathleen87@example.com,REGULAR,GOLD,1554,2024-07-31,LOC-008,2025-01-20,2025-06-03,4,1222.31,305.5775,211,44.666666666666664,83.0,3,4,1222.31,305.5775,0,0.0,0.0,8,0,8,True,1.0,-4,True,1.0,-1222.31,-305.5775,True,1.0,-8,True,1.0,4.723880597014926,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1222.31
CUST-40241,Michelle,Wong,christina51@example.net,HIGH_VALUE,PLATINUM,11140,2024-09-14,LOC-002,2025-03-24,2025-06-22,4,1212.05,303.0125,192,30.0,50.0,3,4,1212.05,303.0125,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1212.05,-303.0125,True,1.0,-10,True,1.0,6.4,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1212.05
CUST-15149,Michelle,Smith,karenrodriguez@example.org,OCCASIONAL,GOLD,1236,2023-04-12,LOC-003,2025-02-08,2025-08-03,4,1588.61,397.1525,150,58.666666666666664,69.0,3,3,1256.47,418.8233333333333,1,332.14,332.14,10,4,10,True,0.8333333333333334,-2,True,0.6666666666666666,-924.33,-86.68333333333334,True,0.7356562432847581,-6,True,0.6,2.556818181818182,True,0.9739646464646465,5,0.7582,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1204.48
CUST-01551,Rebecca,Mckee,andrewlarsen@example.org,HIGH_VALUE,GOLD,6183,2025-08-28,LOC-004,2025-02-09,2025-05-02,3,1203.49,401.16333333333336,243,41.0,77.0,2,3,1203.49,401.16333333333336,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1203.49,-401.16333333333336,True,1.0,-10,True,1.0,5.926829268292683,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1203.49
CUST-28139,Jessica,Martinez,tylermegan@example.org,HIGH_VALUE,PLATINUM,6388,2023-04-18,LOC-018,2025-01-05,2025-05-31,5,1195.17,239.03400000000002,214,36.5,60.0,4,5,1195.17,239.03400000000002,0,0.0,0.0,10,0,10,True,1.0,-5,True,1.0,-1195.17,-239.03400000000002,True,1.0,-10,True,1.0,5.863013698630137,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1195.17
CUST-27193,Margaret,Ellis,jessica90@example.com,HIGH_VALUE,GOLD,7261,2024-06-17,LOC-002,2025-01-21,2025-05-27,3,1187.75,395.9166666666667,218,63.0,107.0,2,3,1187.75,395.9166666666667,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1187.75,-395.9166666666667,True,1.0,-10,True,1.0,3.4603174603174605,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1187.75
CUST-48473,Monica,White,david65@example.net,HIGH_VALUE,PLATINUM,8584,2023-09-08,LOC-009,2025-03-08,2025-05-28,4,1186.96,296.74,217,27.0,60.0,3,4,1186.96,296.74,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1186.96,-296.74,True,1.0,-10,True,1.0,8.037037037037036,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1186.96
CUST-05563,Laura,Evans,unregistered@guest.dineiq.com,HIGH_VALUE,PLATINUM,4954,2025-06-05,LOC-007,2025-02-20,2025-05-28,4,1178.35,294.5875,217,32.333333333333336,43.0,3,4,1178.35,294.5875,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1178.35,-294.5875,True,1.0,-10,True,1.0,6.711340206185566,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1178.35
CUST-10878,Ryan,Shepherd,ekirby@example.net,OCCASIONAL,GOLD,743,2025-04-06,LOC-001,2025-01-03,2025-04-27,3,1178.05,392.68333333333334,248,57.0,72.0,2,3,1178.05,392.68333333333334,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-1178.05,-392.68333333333334,True,1.0,-9,True,1.0,4.350877192982456,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1178.05
CUST-04121,Emily,Ortiz,oellis@example.net,HIGH_VALUE,GOLD,4380,2023-06-03,LOC-007,2025-02-20,2025-06-17,4,1174.64,293.66,197,39.0,56.0,3,4,1174.64,293.66,0,0.0,0.0,9,0,9,True,1.0,-4,True,1.0,-1174.64,-293.66,True,1.0,-9,True,1.0,5.051282051282051,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1174.64
CUST-40122,Luis,Acosta,unregistered@guest.dineiq.com,HIGH_VALUE,GOLD,4842,2024-09-19,LOC-009,2025-01-13,2025-06-27,3,1170.03,390.01,187,82.5,163.0,2,3,1170.03,390.01,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1170.03,-390.01,True,1.0,-10,True,1.0,2.2666666666666666,True,0.9083333333333332,5,0.9862,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1153.88
CUST-01987,Todd,Anthony,melissa09@example.net,HIGH_VALUE,GOLD,4109,2024-12-06,LOC-002,2025-02-01,2025-04-09,3,1149.1100000000001,383.0366666666667,266,33.5,37.0,2,3,1149.1100000000001,383.0366666666667,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1149.1100000000001,-383.0366666666667,True,1.0,-10,True,1.0,7.940298507462686,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1149.11
CUST-20920,Tammy,Reed,christine48@example.com,HIGH_VALUE,PLATINUM,5522,2023-04-22,LOC-011,2025-03-13,2025-04-18,3,1134.77,378.25666666666666,257,18.0,24.0,2,3,1134.77,378.25666666666666,0,0.0,0.0,8,0,8,True,1.0,-3,True,1.0,-1134.77,-378.25666666666666,True,1.0,-8,True,1.0,14.277777777777779,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1134.77
CUST-36471,David,Perry,marybaker@example.com,HIGH_VALUE,GOLD,13627,2024-01-06,LOC-016,2025-02-14,2025-09-04,4,1795.77,448.9425,118,67.33333333333333,71.0,3,3,1536.01,512.0033333333333,1,259.76,259.76,10,7,10,False,0.6555555555555556,-2,True,0.6666666666666666,-1276.25,-252.24333333333334,True,0.8308865176659006,-3,True,0.3,1.7524752475247527,True,0.6006820682068208,4,0.6318,High Churn Risk,Declining Monetary Value,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1134.57
CUST-04592,Joseph,Roberts,diane49@example.com,HIGH_VALUE,PLATINUM,7590,2024-03-25,LOC-020,2025-03-08,2025-06-27,4,1133.87,283.4675,187,37.0,61.0,3,4,1133.87,283.4675,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1133.87,-283.4675,True,1.0,-10,True,1.0,5.054054054054054,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1133.87
CUST-39974,Mark,Rice,randy98@example.org,HIGH_VALUE,PLATINUM,7713,2024-08-05,LOC-012,2025-01-19,2025-08-17,6,1510.88,251.81333333333336,136,42.0,93.0,5,5,1285.88,257.17600000000004,1,225.0,225.0,10,7,10,True,0.7555555555555555,-4,True,0.8,-1060.88,-32.176000000000045,True,0.8250225526487698,-3,True,0.3,3.238095238095238,True,1.0,5,0.7489,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1131.5
CUST-12059,Nicholas,Rodriguez,mroberts@example.net,OCCASIONAL,GOLD,329,2023-12-16,LOC-004,2025-01-17,2025-08-08,6,1526.19,254.365,145,40.6,100.0,5,5,1181.48,236.296,1,344.71,344.71,10,7,10,True,0.8055555555555556,-4,True,0.8,-836.77,108.41399999999999,True,0.708238819108237,-3,True,0.3,3.571428571428571,True,1.0,5,0.738,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1126.33
CUST-40718,Steven,Williams,hopkinslinda@example.com,HIGH_VALUE,PLATINUM,7114,2024-07-29,LOC-013,2025-01-28,2025-05-17,4,1124.31,281.0775,228,36.333333333333336,97.0,3,4,1124.31,281.0775,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1124.31,-281.0775,True,1.0,-10,True,1.0,6.275229357798165,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1124.31
CUST-30555,Tammie,Stein,larsonmichael@example.org,HIGH_VALUE,GOLD,13803,2023-09-30,LOC-015,2025-03-15,2025-05-19,3,1110.39,370.13000000000005,226,32.5,62.0,2,3,1110.39,370.13000000000005,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-1110.39,-370.13000000000005,True,1.0,-9,True,1.0,6.953846153846154,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1110.39
CUST-13785,Diana,Scott,isabelbeltran@example.com,REGULAR,GOLD,918,2024-08-12,LOC-017,2025-05-16,2025-06-22,3,1098.3400000000001,366.1133333333334,192,18.5,30.0,2,3,1098.3400000000001,366.1133333333334,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-1098.3400000000001,-366.1133333333334,True,1.0,-9,True,1.0,10.378378378378379,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1098.34
CUST-13475,Elizabeth,Rose,rachel47@example.com,REGULAR,GOLD,486,2025-07-17,LOC-009,2025-01-25,2025-04-27,4,1091.45,272.8625,248,30.666666666666668,44.0,3,4,1091.45,272.8625,0,0.0,0.0,10,0,10,True,1.0,-4,True,1.0,-1091.45,-272.8625,True,1.0,-10,True,1.0,8.08695652173913,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1091.45
CUST-06600,Paul,Dawson,hgoodman@example.net,HIGH_VALUE,PLATINUM,8298,2024-12-20,LOC-009,2025-03-22,2025-05-09,3,1079.17,359.72333333333336,236,24.0,28.0,2,3,1079.17,359.72333333333336,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1079.17,-359.72333333333336,True,1.0,-10,True,1.0,9.833333333333334,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1079.17
CUST-20259,Gregory,Clay,dawnallen@example.com,HIGH_VALUE,PLATINUM,3148,2023-07-10,LOC-007,2025-01-01,2025-09-21,6,1567.13,261.18833333333333,101,52.6,110.0,5,5,1403.0700000000002,280.61400000000003,1,164.06,164.06,10,5,10,False,0.5611111111111111,-4,True,0.8,-1239.0100000000002,-116.55400000000003,True,0.883070694976017,-5,True,0.5,1.9201520912547527,True,0.6354093789607097,4,0.6872,High Churn Risk,Declining Monetary Value,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1076.93
CUST-17680,James,Cowan,kristen02@example.net,OCCASIONAL,GOLD,2077,2023-03-20,LOC-010,2025-01-04,2025-08-24,6,1753.37,292.2283333333333,129,46.4,98.0,5,4,1226.58,306.645,2,526.79,263.395,10,7,10,True,0.7166666666666667,-2,True,0.5,-699.79,-43.25,True,0.5705212868300478,-3,True,0.3,2.7801724137931036,True,1.0,5,0.6133,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1075.34
CUST-49094,Kelly,Schaefer,mthomas@example.org,REGULAR,GOLD,1758,2024-01-24,LOC-015,2025-03-01,2025-06-28,3,1072.25,357.4166666666667,186,59.5,76.0,2,3,1072.25,357.4166666666667,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-1072.25,-357.4166666666667,True,1.0,-9,True,1.0,3.1260504201680672,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1072.25
CUST-12188,Mark,Odom,molly84@example.com,HIGH_VALUE,GOLD,2741,2024-12-26,LOC-005,2025-01-20,2025-05-18,5,1060.76,212.152,227,29.5,60.0,4,5,1060.76,212.152,0,0.0,0.0,10,0,10,True,1.0,-5,True,1.0,-1060.76,-212.152,True,1.0,-10,True,1.0,7.694915254237288,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1060.76
CUST-17484,Pedro,Sharp,robinsonjohn@example.org,REGULAR,GOLD,832,2025-06-08,LOC-004,2025-02-23,2025-05-24,3,1059.94,353.31333333333333,221,45.0,85.0,2,3,1059.94,353.31333333333333,0,0.0,0.0,9,0,9,True,1.0,-3,True,1.0,-1059.94,-353.31333333333333,True,1.0,-9,True,1.0,4.911111111111111,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1059.94
CUST-11932,Andrea,Lewis,mscott@example.net,HIGH_VALUE,PLATINUM,10774,2024-02-13,LOC-006,2025-03-09,2025-05-01,3,1059.75,353.25,244,26.5,35.0,2,3,1059.75,353.25,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1059.75,-353.25,True,1.0,-10,True,1.0,9.20754716981132,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1059.75
CUST-34488,Renee,Prince,sullivankevin@example.net,HIGH_VALUE,PLATINUM,10905,2025-08-10,LOC-007,2025-02-04,2025-06-04,3,1058.35,352.7833333333333,210,60.0,109.0,2,3,1058.35,352.7833333333333,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1058.35,-352.7833333333333,True,1.0,-10,True,1.0,3.5,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1058.35
CUST-38010,Katherine,Johnson,lyonscalvin@example.org,HIGH_VALUE,PLATINUM,9506,2024-09-17,LOC-019,2025-01-11,2025-06-30,3,1076.66,358.8866666666667,184,85.0,156.0,2,3,1076.66,358.8866666666667,0,0.0,0.0,7,0,7,True,1.0,-3,True,1.0,-1076.66,-358.8866666666667,True,1.0,-7,True,1.0,2.164705882352941,True,0.8656862745098038,5,0.9799,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1055.02
CUST-25122,Luis,Roach,sheryl54@example.com,REGULAR,GOLD,2220,2025-03-15,LOC-012,2025-02-23,2025-07-22,6,1618.52,269.75333333333333,162,29.8,50.0,5,4,1190.93,297.7325,2,427.59000000000003,213.79500000000002,9,8,9,True,0.9,-2,True,0.5,-763.34,-83.9375,True,0.6409612655655664,-1,True,0.1111111111111111,5.4362416107382545,True,1.0,5,0.6449,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1043.78
CUST-20645,James,Kim,dixoncatherine@example.org,HIGH_VALUE,PLATINUM,2846,2024-12-18,LOC-016,2025-01-01,2025-06-25,5,1037.82,207.564,189,43.75,98.0,4,5,1037.82,207.564,0,0.0,0.0,10,0,10,True,1.0,-5,True,1.0,-1037.82,-207.564,True,1.0,-10,True,1.0,4.32,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1037.82
CUST-07021,Veronica,Coleman,slopez@example.com,REGULAR,GOLD,2016,2023-01-11,LOC-018,2025-04-05,2025-06-30,3,1037.51,345.83666666666664,184,43.0,49.0,2,3,1037.51,345.83666666666664,0,0.0,0.0,10,0,10,True,1.0,-3,True,1.0,-1037.51,-345.83666666666664,True,1.0,-10,True,1.0,4.27906976744186,True,1.0,5,1.0,High Churn Risk,Increasing Recency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1037.51
CUST-15848,Jenny,Foster,wanda39@example.org,REGULAR,GOLD,2353,2025-10-04,LOC-016,2025-02-22,2025-07-17,5,1659.78,331.956,167,36.25,61.0,4,3,1222.69,407.56333333333333,2,437.09000000000003,218.54500000000002,10,8,10,True,0.9277777777777778,-1,True,0.3333333333333333,-785.6,-189.01833333333332,True,0.6425177273061855,-2,True,0.2,4.606896551724138,True,1.0,5,0.6238,High Churn Risk,Lower Visit Frequency,Urgent VIP Concierge Outreach & Executive Chef Tasting Invitation,1035.37
CUST-09313,Glenn,Peterson,snyderrobert@example.com,HIGH_VALUE,GOLD,11452,2024-12-04,LOC-006,2025-02-16,2025-09-03,5,1687.72,337.544,119,49.75,82.0,4,4,1251.53,312.8825,1,436.19,436.19,10,10,10,False,0.6611111111111111,-3,True,0.75,-815.3399999999999,123.3075,True,0.6514745950956029,0,False,0.0,2.391959798994975,True,0.8618132328308208,3,0.6123,Medium Churn Risk,Lower Visit Frequency,Priority VIP Table Reservation & Complimentary Premium Appetizer,1033.39
